timestamp, index, memory.total [MiB], memory.reserved [MiB], memory.free [MiB], memory.used [MiB]
2023/11/21 03:28:46.147, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.157, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.167, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.177, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.187, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.197, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.207, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.218, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.228, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.238, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.248, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.258, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.268, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.278, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.288, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.299, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.309, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.319, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.329, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.339, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.349, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.359, 0, 40960, 621, 3005, 37332
2023/11/21 03:28:46.370, 0, 40960, 621, 3005, 37332
